0.000000000000000000e+00,2.889830018563950276e-01,2.551014389370122593e-01,2.538956678582706683e-01,2.684560083437704803e-01,2.658055714506172840e-01,2.625476031551142175e-01,2.567383890556584336e-01,2.604968629113828538e-01,2.582457426646586063e-01,2.649519545491551553e-01,2.531743575368563537e-01,2.578819664537636003e-01,2.613978104770943167e-01,2.806749629755687092e-01,2.781611533000915015e-01,2.431097808191199916e-01,2.945688040303732769e-01,2.692986399212160542e-01,2.562038259172511601e-01,2.513385332927669524e-01,2.502448663634527781e-01,2.461411400179765174e-01,2.593207340395112248e-01,2.626828627508516201e-01,2.593283771995725795e-01,2.418971423727835357e-01,2.543243747449906444e-01,2.471042196594271101e-01,2.440874061696834407e-01,2.471605265401672635e-01,2.469780073926459152e-01,2.789659980266026018e-01,2.546346971292636763e-01,2.817619510980986508e-01,2.521141391448019076e-01,2.595691065311537260e-01,2.563770780060163901e-01,2.693817046299202267e-01,2.658794494988006019e-01,2.646570547941201612e-01,2.509805227338411382e-01,2.642307704560756809e-01,2.535406836928852381e-01,2.686085550910877195e-01,2.525976366416701757e-01,2.509834417324051659e-01,2.658627348017841285e-01,2.553602770413515022e-01,2.571849060148568289e-01,2.425353721775912186e-01
2.889830018563950276e-01,0.000000000000000000e+00,2.610423505590395155e-01,2.185618397321243134e-01,1.440863799599429174e-01,2.040533377270576099e-01,2.505978216137697556e-01,1.413128882963919086e-01,2.711417948944629397e-01,1.455529907931893685e-01,2.596871830526507607e-01,2.569389107762026225e-01,2.884093471830283528e-01,2.809391288722712376e-01,1.964075694431846597e-01,2.934705829847149561e-01,2.299524238156753775e-01,1.273108351109861480e-01,2.406649000770632318e-01,2.779618455501338681e-01,2.338094537557548480e-01,2.504567673327768862e-01,2.033188699981207104e-01,2.735058996651202334e-01,2.710943328177394251e-01,2.884680260474613012e-01,2.208553906953709678e-01,2.521289483152356348e-01,2.354075290248326402e-01,1.676899668876227767e-01,2.074681959619774085e-01,2.729326439283146777e-01,2.912747765449114068e-01,2.518082844119006736e-01,1.618475093149518429e-01,2.144921133833271598e-01,1.586002420787466782e-01,2.620084873734433439e-01,2.674701809774723826e-01,2.365722492057917015e-01,3.059618350189346470e-01,2.011566713601316003e-01,2.270828295169217137e-01,1.490631867101925578e-01,3.028573300572257043e-01,2.373574748388677658e-01,1.490710406452250003e-01,2.758569183643649891e-01,2.549915646571617178e-01,2.567396177827571124e-01,2.292312925732755691e-01
2.551014389370122593e-01,2.610423505590395155e-01,0.000000000000000000e+00,2.292447225476582640e-01,2.267717749421361007e-01,2.392152055998992555e-01,2.378546171051166558e-01,2.191681343876730192e-01,2.502392384051961294e-01,2.334634715492724388e-01,2.394328936476287917e-01,2.397938575972222985e-01,2.655215759220834193e-01,2.559772467979181121e-01,2.521613898048001845e-01,2.538400480747735610e-01,2.356586377923437503e-01,2.680174540811503525e-01,2.347314696278113288e-01,2.470200111474347704e-01,2.268070162547300983e-01,2.451590603582287642e-01,2.166334622898278828e-01,2.516574657063886944e-01,2.399809801319100766e-01,2.603508389404603496e-01,2.405616326495307045e-01,2.462062751199670385e-01,2.266106676116521335e-01,2.294863553435340098e-01,2.416889711810683572e-01,2.398332830306422192e-01,2.610824190248961507e-01,2.298328573357337756e-01,2.497008606884875137e-01,2.272746223197097404e-01,2.312663908133238133e-01,2.415863322232262300e-01,2.388949666520212567e-01,2.436724355984693502e-01,2.683159375797991020e-01,2.372998263394615059e-01,2.465538126705270894e-01,2.309349821631927757e-01,2.622167152595759054e-01,2.273980242601784385e-01,2.348619073096443188e-01,2.466940715754953883e-01,2.315591400799776045e-01,2.401452054446649997e-01,2.553295015216672792e-01
2.538956678582706683e-01,2.185618397321243134e-01,2.292447225476582640e-01,0.000000000000000000e+00,1.943632520465576052e-01,2.152099119481788447e-01,2.242223800237584663e-01,1.930057500022324679e-01,2.435125915355967063e-01,2.042664393152626712e-01,2.337557908601628764e-01,2.319771176779637789e-01,2.496847223739841470e-01,2.394101620689635113e-01,2.231739756614481429e-01,2.384197159967205160e-01,2.160247839799959158e-01,2.245358308594345154e-01,2.229262778373706788e-01,2.358724501597398437e-01,2.048307841269660645e-01,2.384806740382929280e-01,1.966281296657606537e-01,2.326369093740360272e-01,2.325671231026725794e-01,2.524037109585127725e-01,2.217716715701613106e-01,2.306070403690671233e-01,2.085468666183476760e-01,2.100160535294775532e-01,2.221356988508622343e-01,2.353802605062837172e-01,2.462133012490369255e-01,2.172382699386534999e-01,2.263814680368308740e-01,2.104557890328256631e-01,2.064316605506101576e-01,2.163492102112389570e-01,2.382827387065170333e-01,2.269981004393498147e-01,2.624995196694209221e-01,2.097917938931647408e-01,2.240304361173503234e-01,2.007133806207651860e-01,2.532030284278544152e-01,2.175733305627117198e-01,2.067430843056650147e-01,2.364883035413775647e-01,2.229203062249224265e-01,2.390781527289537189e-01,2.314461341933798100e-01
2.684560083437704803e-01,1.440863799599429174e-01,2.267717749421361007e-01,1.943632520465576052e-01,0.000000000000000000e+00,1.997186733577229478e-01,2.321616759223340265e-01,1.270023114499241879e-01,2.480762911284217775e-01,1.485340780832452301e-01,2.316538668064646866e-01,2.302985413765987199e-01,2.641804373833251951e-01,2.507293759563127833e-01,1.682526139236360241e-01,2.573775134254032704e-01,2.148201720199755527e-01,1.528926703875029269e-01,2.018034688426343648e-01,2.478157362631939198e-01,2.007581319255145325e-01,2.329494201664925601e-01,1.736137329109267990e-01,2.440140296724961910e-01,2.350668272870940489e-01,2.598221422134051606e-01,2.128501023285439830e-01,2.300312188375619460e-01,1.970693470926499768e-01,1.704074201863236548e-01,2.072602996377756746e-01,2.362081503522975856e-01,2.652304746576905070e-01,2.152841623636132518e-01,1.456026161888577253e-01,1.764308589557978535e-01,1.754859841782235030e-01,2.312343364514466704e-01,2.327049961682063073e-01,2.203987259309621860e-01,2.763572354878938708e-01,1.996298905591043504e-01,2.035541041416999153e-01,1.244264019559424145e-01,2.715740123285227958e-01,1.998841663758084142e-01,1.724834637853352171e-01,2.442958227388971615e-01,2.264510247763931172e-01,2.285916506136466686e-01,2.224914721915972060e-01
2.658055714506172840e-01,2.040533377270576099e-01,2.392152055998992555e-01,2.152099119481788447e-01,1.997186733577229478e-01,0.000000000000000000e+00,2.372729274369123897e-01,1.960886932074691891e-01,2.549217566512393951e-01,1.904043817326427357e-01,2.437671108420189359e-01,2.429209010583054107e-01,2.645540848885494234e-01,2.490707545266727385e-01,2.332948375349121195e-01,2.605782318434395894e-01,2.362275207030296864e-01,2.093909188093103224e-01,2.373615355520170001e-01,2.510927759167885798e-01,2.301549581618113627e-01,2.439637017331597324e-01,2.065040937817876898e-01,2.452567847955965108e-01,2.520908338461120279e-01,2.582029292271976195e-01,2.224675424909501598e-01,2.358945338566619809e-01,2.317179042775244779e-01,2.092225747793936275e-01,2.268260747718270354e-01,2.437567655605495653e-01,2.681481689073157426e-01,2.285891007392540641e-01,2.267824696184196076e-01,2.117572840557626901e-01,1.881093502104694282e-01,2.345693798830223720e-01,2.455348837889677338e-01,2.381612079801913306e-01,2.636777311775428956e-01,2.278215408110314255e-01,2.316370670249448538e-01,1.940715882834385397e-01,2.592200652340187483e-01,2.318478710330718895e-01,1.999865463370316399e-01,2.488623591391344037e-01,2.370497077396521712e-01,2.422336678982792146e-01,2.326272497976246134e-01
2.625476031551142175e-01,2.505978216137697556e-01,2.378546171051166558e-01,2.242223800237584663e-01,2.321616759223340265e-01,2.372729274369123897e-01,0.000000000000000000e+00,2.198036746693325660e-01,2.553921522936317690e-01,2.351224511835758868e-01,2.439287497370568880e-01,2.408721526247780687e-01,2.594972959845081029e-01,2.497715356430223188e-01,2.514078976759530071e-01,2.536190146426776093e-01,2.365369763571507078e-01,2.656357081244744567e-01,2.415998147071180824e-01,2.444512137216376113e-01,2.221898613351431517e-01,2.460607095451921300e-01,2.123100540368291766e-01,2.425503657137220714e-01,2.406122751369829671e-01,2.537865246363907312e-01,2.296890391990663582e-01,2.462536193311835042e-01,2.250662688504741216e-01,2.392359774891835156e-01,2.324256382499960139e-01,2.435680366890130011e-01,2.650581172894525550e-01,2.352448195709743450e-01,2.577313539008233567e-01,2.256190362403863447e-01,2.264537916022529018e-01,2.334918035835640282e-01,2.417992720361954728e-01,2.463240844371752392e-01,2.653197975230744410e-01,2.430200362193707386e-01,2.427086716287729651e-01,2.251030679191307060e-01,2.565250459965235375e-01,2.341856116775211383e-01,2.282858772350803978e-01,2.430895424127844928e-01,2.385113548281772022e-01,2.377651129155594900e-01,2.431191622070882352e-01
2.567383890556584336e-01,1.413128882963919086e-01,2.191681343876730192e-01,1.930057500022324679e-01,1.270023114499241879e-01,1.960886932074691891e-01,2.198036746693325660e-01,0.000000000000000000e+00,2.428034637839748544e-01,1.557183506813579477e-01,2.171355193152515461e-01,2.280788831708623066e-01,2.566422865961273669e-01,2.461536790325767610e-01,1.714914293912210286e-01,2.541128796737320839e-01,2.002690440408360917e-01,1.528930823371965619e-01,1.953482837717082921e-01,2.378186025132883463e-01,1.906113690896531487e-01,2.203953362877375810e-01,1.687294845712498381e-01,2.391656612122165237e-01,2.271247429101167226e-01,2.483864538917790188e-01,1.993014163005941974e-01,2.192182159173520495e-01,1.912867045988373427e-01,1.560599843144114818e-01,1.936943570021271432e-01,2.431139717212745244e-01,2.621218832736741389e-01,2.104973908770824964e-01,1.386937428263702032e-01,1.914866821195534141e-01,1.737421730318996216e-01,2.284818783445032864e-01,2.294935011787485046e-01,2.070671129866542837e-01,2.703786265927067278e-01,1.866450447047892924e-01,2.005508735992937164e-01,1.319423939132546575e-01,2.636236918237779281e-01,2.060986148835803056e-01,1.559086551954963762e-01,2.414193062252313615e-01,2.185854798171213142e-01,2.281978832379955024e-01,2.148262776094353732e-01
2.604968629113828538e-01,2.711417948944629397e-01,2.502392384051961294e-01,2.435125915355967063e-01,2.480762911284217775e-01,2.549217566512393951e-01,2.553921522936317690e-01,2.428034637839748544e-01,0.000000000000000000e+00,2.385930330884446504e-01,2.639693393833545398e-01,2.531572868329273196e-01,2.485972129266355302e-01,2.517442087737926104e-01,2.708059470402907620e-01,2.622129586405663182e-01,2.204199413287276643e-01,2.756094646555560801e-01,2.582075761624487154e-01,2.647521003047808574e-01,2.447419507277087403e-01,2.250295026118339925e-01,2.269892485631203882e-01,2.591610761820229425e-01,2.559499857187719773e-01,2.661096766058554386e-01,2.147723303016695340e-01,2.324428509282901734e-01,2.420434568627539695e-01,2.117471207500888075e-01,2.372999639664711835e-01,2.538492132932639311e-01,2.495752883731622018e-01,2.424411916558745772e-01,2.788308383743492436e-01,2.366012012517458851e-01,2.536504718776500522e-01,2.553131011101872350e-01,2.527370941949206862e-01,2.378818660144093600e-01,2.722534471853822469e-01,2.191714999195431834e-01,2.571101405797575623e-01,2.427484882811551392e-01,2.712803485246320090e-01,2.417099371622120629e-01,2.348149346227200451e-01,2.550352367004998788e-01,2.439696392477508635e-01,2.485244787545392575e-01,2.262607201531524059e-01
2.582457426646586063e-01,1.455529907931893685e-01,2.334634715492724388e-01,2.042664393152626712e-01,1.485340780832452301e-01,1.904043817326427357e-01,2.351224511835758868e-01,1.557183506813579477e-01,2.385930330884446504e-01,0.000000000000000000e+00,2.243058739313442407e-01,2.349496908732088829e-01,2.601358497840182693e-01,2.492499488068714297e-01,1.846591799836640180e-01,2.663599006136826430e-01,2.187817890516534081e-01,1.626407749882107512e-01,2.110925588876971515e-01,2.478458246940155318e-01,2.046467574265760925e-01,2.299596544843870993e-01,1.865027687973901671e-01,2.464232712022182692e-01,2.354687163805141148e-01,2.502618577087559748e-01,2.100997632667336301e-01,2.269274202226436166e-01,2.042610132992933591e-01,1.733769939097043467e-01,2.105793006810882384e-01,2.339031936472729389e-01,2.643409411880762172e-01,2.218767074111104576e-01,1.751620300300316957e-01,1.865034810332516224e-01,1.590039800231865808e-01,2.394060698736781290e-01,2.230585353004060079e-01,2.210047225003199944e-01,2.579992383723101468e-01,2.052592141814082449e-01,2.059029427990561878e-01,1.547048486403079237e-01,2.716137320795168342e-01,2.180074685708164317e-01,1.729010023133044083e-01,2.515336299278478904e-01,2.359812987780643412e-01,2.330941890918475923e-01,2.183113334977462849e-01
